id_program;nama_program;pusdiklat;tahun
PR3365;"Seminar Digital Kemenkeu Corporate University Open Class ""Pengaruh UU HKPD terhadap Tingkat Penerimaan PAD di Daerah""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2024
PR3366;"Seminar Digital Kemenkeu Corporate University Open Class ""Pengawasan dalam Perencanaan dan Pelaksanaan Proyek Pembangunan Fisik Kementerian/Lembaga dan BUMN""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3367;"Seminar Digital Kemenkeu Corporate University Open Class ""Pengelolaan Keuangan Negara: Kinerja APBN dan Dana Desa 2021 untuk Akselerasi Pertumbuhan Ekonomi di Provinsi Jawa Timur""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3368;"Seminar Digital Kemenkeu Corporate University Open Class ""Penguatan Budaya Kerja Baru di Era Digital""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3369;"Seminar Digital Kemenkeu Corporate University Open Class ""Peningkatan Asas Manfaat BMN Melalui Optimalisasi Pengawasan dan Pengendalian BMN: PMK 207/PMK.06/2021""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3370;"Seminar Digital Kemenkeu Corporate University Open Class ""Peningkatan Peran Jurusita dan Pemeriksa Piutang Negara dalam Percepatan Pengurusan Piutang Negara""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3371;"Seminar Digital Kemenkeu Corporate University Open Class ""Peran Intelijen Dalam Pengelolaan Piutang Negara """;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3372;"Seminar Digital Kemenkeu Corporate University Open Class ""Peran Masyarakat dalam Peningkatan Budaya Integritas""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3373;"Seminar Digital Kemenkeu Corporate University Open Class ""Reformasi Tata Kelola Desentralisasi Fiskal dalam Undang-Undang HKPD Serial 1: Redesain Transfer ke Daerah";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3374;"Seminar Digital Kemenkeu Corporate University Open Class ""Reformasi Tata Kelola Desentralisasi Fiskal dalam Undang-Undang HKPD Serial 2: Reformasi Tata Kelola Belanja Daerah""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3375;"Seminar Digital Kemenkeu Corporate University Open Class ""Reformasi Tata Kelola Desentralisasi Fiskal dalam Undang-undang HKPD Serial 3: Reformasi Tata Kelola Pajak Daerah dan Retribusi Daerah""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3376;"Seminar Digital Kemenkeu Corporate University Open Class ""Reformasi Tata Kelola Desentralisasi Fiskal dalam Undang-undang HKPD Serial 4: Reformasi Tata Kelola Pembiayaan Daerah dalam Undang-undang HKPD""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3377;"Seminar Digital Kemenkeu Corporate University Open Class ""Sensus BMN untuk Pengelolaan Aset Negara yang Lebih Baik""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR3378;"Seminar Digital Kemenkeu Corporate University Open Class ""Sinergitas Penggalian Potensi Pajak Pusat dan Daerah Melalui Penilaian untuk Tujuan Perpajakan";Pusat Pendidikan dan Pelatihan Pajak;2022
PR3379;"Seminar Digital Kemenkeu Corporate University Open Class ""Sosialisasi Penghapusan Piutang Negara/Daerah""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3380;"Seminar Digital Kemenkeu Corporate University Open Class (KCOC) Kemenkeu Satu “Menyongsong era Nomor Induk Kependudukan (NIK) Sebagai Nomor Pokok Wajib Pajak (NPWP) dan Penjelasan Pengenaan Pajak Penghasilan 5 Persen Atas Gaji Rp 5.000.000,-""";Pusat Pendidikan dan Pelatihan Pajak;2023
PR3381;"Seminar Digital Kemenkeu Corporate University Open Class (KCOC) Kemenkeu Satu “Pengisian SPT Tahunan PPH Orang Pribadi bagi ASN dan TNI/POLRI""";Pusat Pendidikan dan Pelatihan Pajak;2024
PR3382;Seminar Digital Kemenkeu Corporate University Open Class (KCOC) MamaKeu Hebat Episode 1: Penjaga Integritas;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3383;Seminar Digital Kemenkeu Corporate University Open Class “Akselerasi Kesiapan dan Motivasi Kerja Pegawai Terhadap Pola Kerja Baru Kemenkeu Untuk mencapai Target yang Lebih Menantang di Tahun 2021 Dengan Metode NLP”;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3384;Seminar Digital Kemenkeu Corporate University Open Class “Ampera Bersatu Episode 1: Optimalisasi BMN dalam rangka Pemberdayaan UMKM”;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3385;Seminar Digital KemenKeu Corporate University Open Class “APBN 2021, Kontribusi Pengelolaan Kekayaan Negara terhadap PNBP dan Upaya Pemulihan Ekonomi Nasional”;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3386;Seminar Digital Kemenkeu Corporate University Open Class “Ayo, Peduli PNBP melalui Pemanfaatan BMN”;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3387;Seminar Digital Kemenkeu Corporate University Open Class “Compassionate Leadership”;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3388;Seminar Digital Kemenkeu Corporate University Open Class “E-Meterai: Pajak atas Dokumen Elektronik” ;Pusat Pendidikan dan Pelatihan Pajak;2021
PR3389;Seminar Digital Kemenkeu Corporate University Open Class “Esensi Storytelling dalam Presentasi”;Pusat Pendidikan dan Pelatihan Pajak;2021
PR3390;Seminar Digital Kemenkeu Corporate University Open Class “Keluargaku Adalah Support System Terbaik”;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2024
PR3391;Seminar Digital Kemenkeu Corporate University Open Class “Mengawal Akuntabilitas Dana Desa di Masa Pandemi Covid 19”;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3392;Seminar Digital Kemenkeu Corporate University Open Class “Pengawasan dan Monitoring Dana Desa”;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3393;Seminar Digital Kemenkeu Corporate University Open Class “Quiet Quitting : Mengenali dan Mengatasi”;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3394;Seminar Digital Kemenkeu Corporate University Open Class “Rational Public Policy Dalam Pembiayaan Investasi Pemerintah” ;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3395;Seminar Digital Kemenkeu Corporate University Open Class “Strategi Peningkatan Kinerja Lelang untuk Mendukung Pemulihan Ekonomi Nasional”;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3396;Seminar Digital Kemenkeu Corporate University Open Class “Ultralearning: A New Approach to Accelerating Your Career”;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3397;Seminar Digital Kemenkeu Corporate University Open Class “Waspada!!! Kesalahan yang Sering Dilakukan Para Coach”;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2024
PR3398;Seminar Digital Kemenkeu Corporate University Open Class Akselerasi PEN dan Postur APBN 2021 dalam Meningkatkan Pertumbuhan Ekonomi Jawa Timur di Masa Pandemi;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR3399;"Seminar Digital Kemenkeu Corporate University Open Class Ampera Bersatu Episode 3: ""Fungsi Pelayanan dan Pengawasan Perpajakan""";Pusat Pendidikan dan Pelatihan Pajak;2022
PR3400;"Seminar Digital Kemenkeu Corporate University Open Class Bedah Buku ""Menemukan Solusi dengan Neuro Lingustic Programming (NLP)-Antikorupsi, Leadership dan Mindset""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3401;Seminar Digital Kemenkeu Corporate University Open Class Desa Berdaya Melawan Covid-19;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR3402;"Seminar Digital Kemenkeu Corporate University Open Class DJKN Goes To Campus 2021, ""Pengelolaan APBN 2021 dan Peran Pengelolaan Kekayaan Negara dalam Pemulihan Ekonomi Nasional""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3403;Seminar Digital Kemenkeu Corporate University Open Class How To Develop Your Leadership Competencies;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3404;Seminar Digital Kemenkeu Corporate University Open Class Kebijakan Prioritas Dana Desa 2021;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR3405;Seminar Digital Kemenkeu Corporate University Open Class NgobrasKeun: Ngobrol Asyik dan Santai Keuangan Negara Seri 2: Harmonisasi Peraturan Perpajakan Seri 2 (PPS);Pusat Pendidikan dan Pelatihan Pajak;2022
PR3406;Seminar Digital Kemenkeu Corporate University Open Class Pelaporan dan Pertanggungjawaban Bantuan Langsung Tunai (BLT) Dana Desa di Masa Pandemi;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR3407;Seminar Digital Kemenkeu Corporate University Open Class Pengelolaan Keuangan Desa : Dana Desa Tahun 2021 Sudah Cair;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3408;Seminar Digital Kemenkeu Corporate University Open Class Percepatan Penyerapan DAK Fisik dan Dana Desa dalam Mendukung Penanganan Covid-19;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3409;Seminar Digital Kemenkeu Corporate University Open Class: Kupas Tuntas Mengenai Program Pengungkapan Sukarela (PPS);Pusat Pendidikan dan Pelatihan Pajak;2022
PR3410;Seminar Digital Kemenkeu Corporate University Open Class: Penilaian Tujuan Khusus;Pusat Pendidikan dan Pelatihan Pajak;2021
PR3411;Seminar Digital Kemenkeu Corporate University Open Class: Potensi Energi Terbarukan;Pusat Pendidikan dan Pelatihan Pajak;2021
PR3412;Seminar Digital Kemenkeu Corporate University Open Class: Ungkap Saja, Mumpung Ada PPS;Pusat Pendidikan dan Pelatihan Pajak;2021
PR3413;"Seminar Digital Kemenkeu Corporate University Talk  ""Kompetisi dan Inovasi Lelang Produk UMKM Guna Penguatan Ekonomi Masyarakat""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3414;Seminar Digital Kemenkeu Corporate University Talk  “Bea Meterai di Era Digital: Apa dan Bagaimana?”;Pusat Pendidikan dan Pelatihan Pajak;2020
PR3415;Seminar Digital Kemenkeu Corporate University Talk  “BLT Desa dan Bagaimana Desa Memenuhi Syarat Penyaluran” ;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3416;Seminar Digital Kemenkeu Corporate University Talk  “Crash Program Keringanan Utang: Ayo urus keringanan utang!Lunas hari ini, lega sampai nanti” ;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3417;Seminar Digital Kemenkeu Corporate University Talk  “Hubungan Undang-Undang Cipta Kerja dengan Kebijakan Pajak Daerah dan Retribusi Daerah” ;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3418;Seminar Digital Kemenkeu Corporate University Talk  “Implementasi Data Analytics untuk Joint Program Penerimaan Negara”;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR3419;Seminar Digital Kemenkeu Corporate University Talk  “Kebijakan Pengelolaan Keuangan Haji untuk Kemaslahatan Umat” ;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR3420;Seminar Digital Kemenkeu Corporate University Talk  “Mewujudkan Knowledge Institution melalui Penerapan Learning Organization - Implementasi pada Kementerian Keuangan”;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR3421;Seminar Digital Kemenkeu Corporate University Talk  “Overview Ibu Kota Negara (IKN) dari Perspektif Keuangan Negara: Peraturan, Penganggaran, serta Aset” ;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR3422;Seminar Digital Kemenkeu Corporate University Talk  “Paradigma Baru Penyelesaian Piutang Negara” ;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3423;Seminar Digital Kemenkeu Corporate University Talk  “Pembaharuan Ketentuan Lelang Yang Lebih Modern, Adaptif, Dan Inovatif” ;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3424;Seminar Digital Kemenkeu Corporate University Talk  “Taksonomi Hijau Indonesia: Langkah Strategis Menuju Keuangan Berkelanjutan” ;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR3425;"Seminar Digital Kemenkeu Corporate University Talk ""Kemenkeu Satu: Santun Berbudaya""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3426;"Seminar Digital Kemenkeu Corporate University Talk ""Penguatan RKBMN untuk Pengelolaan BMN yang Lebih Efektif dan Akuntabel""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3427;"Seminar Digital Kemenkeu Corporate University Talk ""Proyek Strategis Nasional: Kebijakan, Pembiayaan, dan Manfaat Sosial Ekonomi bagi Masyarakat Indonesia""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3428;Seminar Digital Kemenkeu Corporate University Talk : Menuju Jabatan Fungsional Penata Laksana Barang;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3429;Seminar Digital Kemenkeu Corporate University Talk : Percepat Pemulihan Sosial Ekonomi, Belanja TKDD 2021 Dukung Program Prioritas Nasional;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR3430;Seminar Digital Kemenkeu Corporate University Talk “Lelang Benda Sitaan KPK, Upaya Menyelamatkan Keuangan Negara (Implementasi PP Nomor 105 Tahun 2021”;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3431;Seminar Digital Kemenkeu Corporate University Talk “Penerapan Analisis Penggunaan Tertinggi dan Terbaik (Highest and Best Use) Dalam Rangka Optimalisasi Pengelolaan BMN Oleh Kementerian/ Lembaga”;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3432;Seminar Digital Kemenkeu Corporate University Talk “Peningkatan Peran Lini Pertama dalam rangka Penguatan Sistem Pengendalian Intern dan Integritas Kementerian Keuangan”;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR3433;Seminar Digital Kemenkeu Corporate University Talk “Peran FPP dalam Rekomendasi Kebijakan Makro Fiskal”;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR3434;Seminar Digital Kemenkeu Corporate University Talk “Undang-Undang HKPD: Penguatan Desentralisasi Fiskal untuk Pemerataan Kesejahteraan Masyarakat”;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3435;Seminar Digital Kemenkeu Corporate University Talk: Dampak Insentif PPnBM Terhadap Harga Mobil;Pusat Pendidikan dan Pelatihan Pajak;2021
PR3436;Seminar Digital Kemenkeu Corpu Open Class “Konsep dan Implementasi Prinsip Leadership dalam Manajemen Mutu”;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3437;Seminar Digital Kemenkeu Corpu Open Class “Memahami dan Mengimplementasikan Indikator Perilaku Kompetensi Manajerial dan Sosial Kultural bagi ASN”;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3438;Seminar Digital Kemenkeu Corpu Open Class “Practical Problem Solving and Decision Making in Pandemic”;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3439;Seminar Digital Kemenkeu Corpu Open Class dengan tema “Optimalisasi Penerimaan Pajak Pusat melalui Pelaksanaan Rekonsiliasi Dana Bagi Hasil (DBH) Pajak oleh Pemerintah Daerah”;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3440;Seminar Digital Kemenkeu Open Class “Program Keringanan Utang 2022, Ringan Dibayar, UMKM Bangkit!”;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3441;"Seminar Digital Kementerian Keuangan  Corporate University Open Class ""Pengelolaan BUMDES Sebagai Tonggak Perekonomian Desa""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3442;"Seminar Digital Kementerian Keuangan Corporate University Open Class ""Bersiap Cairkan Dana Desa 2022 Sesuai Ketentuan PMK 190/2021 Tentang Pengelolaan Dana Desa""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3443;"Seminar Digital Kementerian Keuangan Corporate University Open Class ""Pengelolaan Keuangan Negara: Peranan Dana Desa 2022 Untuk Akselerasi Pemulihan Ekonomi Nasional.""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3444;Seminar Diseminasi Tugas Akhir Alumni;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2019
PR3445;Seminar E-Commerce di Era Ekonomi Digital: Peluang dan Tantangan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR3446;Seminar Eksekutif Pengendalian Intern Atas Pelaporan Keuangan (PIPK) ;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR3447;SEMINAR EKSEKUTIF PENGUATAN KOMITMEN REDESAIN SISTEM PERENCANAAN DAN PENGANGGARAN;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR3448;Seminar Fasilitas Kepabeanan dalam Masa Pemulihan Ekonomi Nasional (PEN);Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR3449;Seminar Fasilitasi Cukai untuk Industri dalam Pemulihan Ekonomi Terdampak COVID-19;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR3450;Seminar Green Financing;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR3451;"Seminar Hasil Kajian Akademis "" Pengaruh Kompetensi Terhadap Kinerja Pegawai BPPK dengan Kepuasan Kerja sebagai Variabel Mediasi (Studi Kasus pada Pegawai PPSDM) Pusdiklat Pengembangan SDM Tahun Anggaran 2021";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3452;"Seminar Hasil Kajian Akademis ""Evaluasi Implementasi Perangkat peraturan Kebijakan Fasilitas Kepabeanan Kawasan Ekonomi Khusus (KEK) Pada KEK Kendal""";Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR3453;"Seminar Hasil Kajian Akademis ""Faktor-Faktor yang Berhubungan dengan Executive Presence dalam Membangun budaya Coaching di Badan Pendidikan dan Pelatihan Keuangan""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3454;"Seminar Hasil Kajian Akademis ""Mencari Metode dan Cara Efektif dalam Melakukan Penghayatan dan Pengamalan Pancasila untuk Membentuk Karakter Pancasila Aparatur Sipil Negara di Lingkungan Kementerian Keuangan""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3455;"Seminar Hasil Kajian Akademis ""Pemanfaatan Data Analitik Dalam Kepegawaian di Lingkungan Kementerian Keuangan""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3456;"Seminar Hasil Kajian Akademis ""Persepsi Kedisiplinan Generasi Muda Badan Pendidikan dan Pelatihan Keuangan dalam Mendukung Pola Tugas Fleksibel Kementerian Keuangan""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3457;"Seminar Hasil Kajian Akademis ""Studi Eksploratif Terhadap Dampak Psikologis dan Kinerja dari Proses Delayering di Kementerian Keuangan""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3458;Seminar Hasil Kajian Akademis Analisis Kebijakan Perpajakan Yang Optimal Pada Kendaraan Bermotor: Dampak Terhadap Pertumbuhan Industri Kendaraan Listrik (Electric Vehicle) Di Indonesia Tahun Anggaran 2023;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR3459;Seminar Hasil Kajian Akademis Analisis Penerapan dan Pemanfaatan Fasilitas KITE IKM dalam Rangka Mendukung Usaha Yang Berorientasi Ekspor Tahun Anggaran 2022;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2022
PR3460;Seminar Hasil Kajian Akademis Pengaruh Game Evaluation Terhadap Kejenuhan Belajar Pada E-Learning Pemeriksaan Barang Impor Dasar Tahun Anggaran 2022;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2022
PR3461;Seminar Hasil Kajian Akademis Perancangan Prototipa Workflow Management System pada Kegiatan Pengembangan Desain Pembelajaran di Pusdiklat Bea dan Cukai Berbasis Enterprise Resource Planning (ERP) Tahun Anggaran 2022;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2022
PR3462;Seminar Hasil Kajian Akademis Pusdiklat Bea dan Cukai Tahun Anggaran 2019;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2019
PR3463;Seminar Hasil Kajian Akademis Pusdiklat Bea dan Cukai Tahun Anggaran 2020:  “Kajian Pelaksanaan Pengawasan DJBC terhadap Fasilitas Kawasan Berikat Mandiri  (Studi Kasus KPPBC pada Kanwil DJBC Jakarta dan Kanwil DJBC Jawa Barat)”;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR3464;Seminar Hasil Kajian Akademis Pusdiklat Bea dan Cukai Tahun Anggaran 2020:  “Peran Pengusaha Pengurusan Jasa Kepabeanan Terhadap Kepatuhan Importir  Dalam Proses Impor di Indonesia” ;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR3465;Seminar Hasil Kajian Akademis Pusdiklat Bea dan Cukai Tahun Anggaran 2021 “Penerapan Nilai De Minimis Barang Kiriman di Indonesia  (Studi Kasus pada Kantor Pelayanan Utama Bea dan Cukai Tipe C Soekarno Hatta)”;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR3466;"Seminar Hasil Kajian Akademis Pusdiklat Bea dan Cukai Tahun Anggaran 2021 “Pengaruh Kepemimpinan Transformasional dan Budaya Organisasi  terhadap Kinerja DJBC Melalui Inovasi dan Komunikasi Organisasi""";Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR3467;SEMINAR HASIL KAJIAN AKADEMIS PUSDIKLAT KNPK TAHUN 2020 ;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR3468;Seminar Hasil Kajian Akademis Pusdiklat Pajak Tahun Anggaran 2022 - Agus Suharsono dan Destiny Wulandari;Pusat Pendidikan dan Pelatihan Pajak;2022
PR3469;Seminar Hasil Kajian Akademis Pusdiklat Pajak Tahun Anggaran 2022 - I Wayan Sukada;Pusat Pendidikan dan Pelatihan Pajak;2022
PR3470;Seminar Hasil Kajian Akademis Pusdiklat Pajak Tahun Anggaran 2022 - Irawan Purwo Aji;Pusat Pendidikan dan Pelatihan Pajak;2022
PR3471;Seminar Hasil Kajian Akademis Pusdiklat Pengembangan SDM Tahun Anggaran 2019;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2019
PR3472;Seminar Hasil Kajian Akademis Pusdiklat Pengembangan SDM Tahun Anggaran 2020 - Tahap I;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3473;Seminar Hasil Kajian Akademis Pusdiklat Pengembangan SDM Tahun Anggaran 2020 - Tahap II;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3474;Seminar Hasil Kajian Akademis Pusdiklat Pengembangan SDM Tahun Anggaran 2021;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3475;Seminar Hasil Kajian Akademis: Analisis Efisiensi Dan Efektivitas Pengamanan Dan Pemeliharaan Kapal Patroli Laut Pada Pangkalan Sarana Operasi  Bea Cukai Dalam Pelaksanaan Patroli Laut DJBC;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3476;Seminar Hasil Kajian Akademis: Eksplorasi Fenomena Produksi Aset Intelektual dan Potensi Pemunculan Pos Aset Baru di Laporan Keuangan (Studi Kualitatif Institusi Pembelajaran);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3477;Seminar Hasil Kajian Akademis: Implementasi Kementerian Keuangan Corporate University Terhadap Peningkatan Kompetensi Pegawai Pemerintah Daerah Dalam Penilaian Bandara;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3478;Seminar Hasil Kajian Akademis: Kajian Pengalihan Pengelolaan Pajak Bumi dan Bangunan Sektor Perkebunan, Perhutanan, Pertambangan, dan Sektor Lainnya (PBB P3L) Kepada Pemerintah Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3479;"Seminar Hasil Penyusunan Kajian Akademis ""Evaluasi Implementasi Pembelajaran Terintegrasi pada Pelatihan Coaching, Mentoring dan Counseling""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3480;"Seminar Hasil Penyusunan Kajian Akademis ""Hubungan Nilai Organisasi, Keterikatan Pegawai, dan Kinerja Pegawai di Kementerian Keuangan Menggunakan Konsep Stimuli-Organism-Response""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3481;"Seminar Hasil Penyusunan Kajian Akademis ""Pembangunan Karakter Mahasiswa Melalui Pendidikan Berasrama di Politeknik Keuangan Negara STAN""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3482;"Seminar Hasil Penyusunan Kajian Akademis ""Pembelajaran Terintegrasi Mandiri di Kementerian Keuangan: Implementasi dan Hambatan""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3483;"Seminar Hasil Penyusunan Kajian Akademis ""Pengaruh Kepemimpinan Transformasional dan Kepemimpinan Etik Terhadap Literasi Digital Pegawai di Lingkungan Sektor Publik""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3484;"Seminar Hasil Penyusunan Kajian Akademis ""Peran Lateral Leadership untuk Meningkatkan Efektivitas Kinerja Squad Team Studi Kasus pada Badan Kebijakan Fiskal""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3485;Seminar Implementasi Enterprise Architecture di Kementerian Keuangan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR3486;Seminar Impor Barang Kiriman Tanpa Hambatan;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2019
PR3487;Seminar Infrastruktur untuk Pembangunan Ekonomi Inklusif di Indonesia;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR3488;Seminar Insentif Pajak untuk Wajib Pajak Terdampak Pendemi Covid-19;Pusat Pendidikan dan Pelatihan Pajak;2020
PR3489;Seminar Isu Terkini di Bidang Kepabeanan dan Cukai;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR3490;Seminar Kajian Akademis;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
