id_program;nama_program;pusdiklat;tahun
PR3491;"Seminar Kajian Akademis ""Analisis Penerapan Dan Pemanfaatan Fasilitas KITE IKM dalam rangka Mendukung Usaha yang Berorientasi Ekspor""";Pusat Pendidikan dan Pelatihan Bea dan Cukai;2022
PR3492;"Seminar Kajian Akademis ""Perancangan Sistem Pengendalian Mutu pada Proses Desain Pembelajaran di Pusdiklat Bea dan Cukai Menggunakan Enterprise Resource Planning (ERP) System""";Pusat Pendidikan dan Pelatihan Bea dan Cukai;2022
PR3493;Seminar Kemandirian Desa untuk Mendukung Penerimaan Negara;Pusat Pendidikan dan Pelatihan Pajak;2019
PR3494;"Seminar Kemenkeu  Corporate University Open Class ""Bekerja dari Hati, Ciptakan Harmoni""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3495;"Seminar Kemenkeu  Corporate University Open Class ""Kemenkeu Satu: Impactful Collaborative Leadership""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3496;"Seminar Kemenkeu  Corporate University Open Class ""Kontinuitas Kapabilitas Kepemimpinan (3K) Lintas Lembaga Pemerintah""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3497;"Seminar Kemenkeu  Corporate University Open Class ""Milenial Siap Beraksi Jilid III: Punggawa Muda Dana Rakca Menginspirasi, Pulih Lebih Cepat, Bangkit Lebih Kuat""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3498;"Seminar Kemenkeu Corporate University Open Class ""Mempertahankan Integritas Dalam Pemberian Layanan Publik""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3499;"Seminar Kemenkeu Corporate University Open Class “Lelang : Hukum, Administrasi SKPT, dan Strategi Marketingnya""";Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3500;"Seminar Kemenkeu Corpu Open Class ""Digital Communication Skills: 4 Tips Impactful Online Class""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3501;"Seminar Kemenkeu CorPu Talk ""Kartini Masa Kini, Produktif dan Menginspirasi""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3502;Seminar Kemenkeu Corpu Talk: “Women in Leadership: Legacies and Life Stories”;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3503;"Seminar Kementerian Keuangan Corporate University Open Class ""Kolaborasi Untuk UMKM Sukses Ekspor""";Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR3504;"Seminar Kinerja Organisasi ""Optimalisasi Otak Kanan, Bangun Produktivitas""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2019
PR3505;SEMINAR KNOWLEDGE MANAGEMENT DAN PENGELOLAAN E-LEARNING DALAM CORPORATE UNIVERSITY;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2019
PR3506;Seminar Mekanisme Layanan KITE Online;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2019
PR3507;Seminar Mengawal Pertumbuhan Ekonomi Di Era Disrupsi Digital;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR3508;Seminar Menghadirkan APBN  Yang Sehat,  Adil dan Mandiri Untuk Kesejahteraan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR3509;Seminar Modul Bahan Prekursor Narkotika dan Psikotropika Pelatihan Teknis Pengawasan dan Penanganan Barang Berbahaya ;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR3510;Seminar Modul Identifikasi dan Klasifikasi Barang Pelatihan Teknis Kepabeanan dan Cukai Dasar;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR3511;Seminar Modul Konsep dan Kebijakan Pengelolaan Dana Bagi Hasil;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3512;Seminar Modul Konsep Dasar dan Klasifikasi Piutang Negara;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3513;Seminar Modul Laporan Penilaian;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3514;Seminar Modul Limbah B3 Pelatihan Teknis Pengawasan dan Penanganan Barang Berbahaya;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR3515;Seminar Modul Penerbitan Surat Ketetapan Pajak Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3516;Seminar Modul Pengamanan dan Pemeliharaan Barang Milik Negara;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3517;Seminar Modul Pengantar Hukum Pertanahan bagi Pegawai DJKN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3518;Seminar Modul Pengelolaan BMN yang Berasal dari Aset Eks. Kepabeanan dan Cukai;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3519;Seminar Modul Pengetahuan Dasar Perpajakan Pelatihan Teknis Kepabeanan dan Cukai Dasar;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR3520;Seminar Modul Sistem Perhitungan dan Formulasi Kebijakan Pengalokasian Dana Desa;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3521;Seminar Modul Tata Naskah Dinas Agenda Penguatan Kompetensi Bidang Tugas Pelatihan Dasar CPNS Tahun 2019;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2019
PR3522;Seminar Motivasi “Menebar Energi, Mencetak Prestasi”;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2018
PR3523;Seminar Open Class Perkembangan Produk HPTL di Industri Hasil Tembakau;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR3524;Seminar Optimalisasi Barang Milik Negara pada Kuasa Pengguna Barang;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3525;Seminar Peluang dan Tantangan Pembiayaan Berbasis Environmental, Social, Governance (ESG);Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR3526;"Seminar Pemberdayaan UMKM Perwakilan Kementerian Keuangan Kalimantan Timur: ""UMKM Kalimantan Timur Bangkit, Ekonomi Melejit""";Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR3527;Seminar Penegakan Hukum Perpajakan: Sinergi Aparat Penegak Hukum dalam Penanganan Tindak Pidana di Bidang Perpajakan;Pusat Pendidikan dan Pelatihan Pajak;2023
PR3528;Seminar Penerapan PPN Produk Digital Luar Negeri di Indonesia;Pusat Pendidikan dan Pelatihan Pajak;2020
PR3529;Seminar Pengenalan Komoditi dan Proses Bisnis Industri Tekstil dan Produk Tekstil  Kantor Wilayah DJBC Jawa Barat;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2019
PR3530;Seminar Penguatan Implementasi Manajemen Risiko;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR3531;SEMINAR PENGUATAN PENERIMAAN NEGARA BUKAN PAJAK (PNBP) MELALUI PEMANFAATAN BARANG MILIK NEGARA;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR3532;Seminar Peningkatan Kompetensi UMKM Naik Kelas di Lingkungan Kementerian Keuangan Provinsi Sulawesi Utara;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR3533;Seminar Peraturan Terkait Manajemen Risiko di Lingkungan  Kementerian Keuangan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR3534;Seminar Perencanaan Keuangan dan Pengelolaan Utang Keluarga;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR3535;Seminar Perlakuan Perpajakan Atas Transaksi Perdagangan Melalui Sistem Elektronik (e-commerce);Pusat Pendidikan dan Pelatihan Bea dan Cukai;2019
PR3536;Seminar Perlakuan Perpajakan Atas Transaksi Perdagangan Melalui Sistem Elektronik (e-commerce) batch 2;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2019
PR3537;Seminar Program Sinergi Reformasi DJP, DJBC, DJA dalam Rangka Perbaikan Proses Bisnis  dan Optimalisasi Penerimaan;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2019
PR3538;Seminar Proposal Kajian Akademis;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2019
PR3539;"Seminar Proposal Kajian Akademis ""Evaluasi Implementasi Pembelajaran Terintegrasi pada Pelatihan Coaching, Mentoring dan Counseling""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3540;"Seminar Proposal Kajian Akademis ""Implementasi Pembelajaran Terintegrasi di Badan Pendidikan dan Pelatihan Keuangan""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3541;"Seminar Proposal Kajian Akademis ""Nilai-Nilai Organisasi, Faktor Individu, Keterikatan Pegawai, dan Kinerja Pegawai di Kementerian Keuangan dengan Pendekatan Stimuli-Organism-Response""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3542;"Seminar Proposal Kajian Akademis ""Pendidikan Berasrama di Politeknik Keuangan Negara STAN untuk Membangun Karakter Mahasiswa Menjadi Pribadi Religius""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3543;"Seminar Proposal Kajian Akademis ""Pengaruh Kepemimpinan Transformasional dan Kepemimpinan Etik Terhadap Literasi Digital Pegawai di Lingkungan Sektor Publik""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3544;"Seminar Proposal Kajian Akademis ""Peran Lateral Leadership Untuk Meningkatkan Efektivitas Kinerja Squad Team Studi Kasus Pada Badan Kebijakan Fiskal""";Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3545;Seminar Proposal Kajian Akademis Analisis Data Teks Eksploratif Dalam  Pengawasan Dan Pemeriksaan Pajak;Pusat Pendidikan dan Pelatihan Pajak;2023
PR3546;Seminar Proposal Kajian Akademis Analisis Implementasi Pembelajaran Terintegrasi Pada Pelatihan Jarak Jauh (PJJ) Kemampuan Menulis Tingkat Lanjutan Untuk Jabatan Fungsional Analis Keuangan Pusat Dan Daerah (AKPD);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR3547;Seminar Proposal Kajian Akademis Analisis Keadilan Pengenaan Pajak Bumi Dan Bangunan Perdesaan Dan Perkotaan Melalui Studi Assessment Sales Ratio (Studi Kasus Kota Tangerang Selatan).;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR3548;Seminar Proposal Kajian Akademis KEWENANGAN DIREKTUR JENDERAL PAJAK MELAKUKAN TINDAKAN PENAGIHAN PAJAK BERUPA PEMBLOKIRAN ASET PERUSAHAAN CABANG DIKAITKAN DENGAN HUBUNGAN ANTARA PERUSAHAAN PUSAT DAN CABANG;Pusat Pendidikan dan Pelatihan Pajak;2023
PR3549;Seminar Proposal Kajian Akademis Konstruksi Hukum Anak Perusahaan Badan Usaha Milik Negara Bukan Kekayaan Negara yang Dipisahkan (Studi Kasus Putusan Mahkamah Konstitusi Nomor 01/PHPU-PRES/XVII/2019);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR3550;Seminar Proposal Kajian Akademis NJOP Tubuh Bumi Operasi Produksi PBB Sektor Pertambangan Mineral Dan Batubara Yang Memiliki Smelter Terintegrasi (PT. Vale Indonesia Tbk);Pusat Pendidikan dan Pelatihan Pajak;2023
PR3551;Seminar Proposal Kajian Akademis Prospects and Challenges of Village Grants Policy Toward Decentralized Development in Indonesia;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR3552;Seminar Proposal Kajian Akademis Pusdiklat Bea dan Cukai Tahun Anggaran 2021:  “Analisis Pengaruh Gaya Kepemimpinan Transformasional Terhadap Kinerja DJBC dengan Variabel Intervening Budaya Organisasi, Inovasi dan Komunikasi Organisasi ;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR3553;Seminar Proposal Kajian Akademis Pusdiklat Bea dan Cukai Tahun Anggaran 2021:  “Penerapan Nilai De Minimis Barang Kiriman di Indonesia  (Studi Kasus pada Kantor Pelayanan Utama Bea dan Cukai Tipe C Soekarno Hatta)”;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR3554;SEMINAR PROPOSAL KAJIAN AKADEMIS PUSDIKLAT KNPK TAHUN 2020 ;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR3555;Seminar Proposal Kajian Akademis Pusdiklat Pengembangan SDM Tahun 2021;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3556;Seminar Proposal Kajian Akademis Pusdiklat Pengembangan SDM Tahun 2022;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3557;Seminar Proposal Kajian Akademis Strategi Penguatan Kompetensi Analis Keuangan Pusat Dan Daerah Di Tengah Tantangan Desentralisasi Fiskal.;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR3558;"Seminar Proposal Kajian Akademis Tahun Anggaran 2023 ""Implementasi Fasilitas Kawasan Ekonomi Khusus (KEK) Pada KEK Kendal"" dan ""Studi Komparasi Pengenaan Cukai Terhadap Electric Vehicle (EV) di Indonesia""";Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR3559;Seminar Proposal Kajian Akademis: Analisis Efektivitas Pengamanan dan Pemeliharaan Aset Dalam Pelaksanaan Patroli Laut Pada Direktorat Jenderal Bea dan Cukai;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3560;Seminar Proposal Kajian Akademis: Implementasi Kementerian Keuangan Corporate University Terhadap Peningkatan Kompetensi Pegawai Pemerintah Daerah Dalam Penilaian Bandara;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3561;Seminar Proposal Kajian Akademis: Kajian Pengalihan Pengelolaan Pajak Bumi dan Bangunan Sektor Perkebunan, Perhutanan, Pertambangan, dan Sektor Lainnya (PBB P3L) Kepada Pemerintah Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3562;Seminar Proposal Kajian Akademis: Pengakuan Pos Aset Intelektual yang Diproduksi Sendiri Di Platform Pembelajaran Pemerintah (Studi Kasus Berbagai Elemen Pembentuknya);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR3563;Seminar Regulasi Impor dan Pengawasan Komoditi Tekstil dan Produk Tekstil pada Perusahaan Penerima Fasilitas Tempat Penimbunan Berikat  Kantor Wilayah DJBC Jawa Barat;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2019
PR3564;Seminar Series Local Administration and Regional Development ;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR3565;Seminar Series Public Sector Performance Management;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR3566;Seminar Teknologi Pembelajaran: Perkembangan Model  Pembelajaran dan Media Pembelajaran Berbasis Hypermedia;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR3567;Seminar The OAR ASEAN PLUS TALK: Where China’s Belt and Road Initiative (BRI) Meets Indo-Pacific;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR3568;Sertifikasi Ahli Kepabeanan;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR3569;Sertifikasi Penilai Properti Dasar bagi Mahasiswa Politeknis Keuangan Negara STAN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR3570;Sharing Session 1: Perjuangan Guru Mengajar APBN di Era Digital;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR3571;Sharing Session 2: Kisah Inspiratif Pembangun Karakter Bangsa ;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR3572;Simposium Nasional Keuangan Negara;Sekretariat Badan;2022
PR3573;Simulasi Tim B;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR3574;Sosialisasi Kemenkeu Corporate University;Sekretariat Badan;2019
PR3575;Talent Developement Program BPPK: Workshop Pengembangan Kompetensi Talent (Tematik);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3576;Talent Developement Program BPPK: Workshop Prapengembangan Talent (Persiapan Talent dan Mentor);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3577;Talent Development Program BPPK:  Pelatihan Peningkatan Kompetensi Manajerial dan Sosial Kultural Level Basic (E-Learning);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3578;Talent Development Program BPPK:  Pelatihan Peningkatan Kompetensi Manajerial dan Sosial Kultural Level Basic (Pelatihan Jarak Jauh);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3579;Talent Development Program BPPK:  Pelatihan Peningkatan Kompetensi Manajerial dan Sosial Kultural Level Intermediate (E-Learning);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3580;Talent Development Program BPPK:  Pelatihan Peningkatan Kompetensi Manajerial dan Sosial Kultural Level Intermediate (Pelatihan Jarak Jauh);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3581;Talent Development Program BPPK: Pelatihan Kompetensi Teknis dan Manajerial Inti;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2019
PR3582;Talent Development Program BPPK: Workshop Kompetensi Manajerial Profesional dan Sosio Kultural Tingkat Dasar ;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2019
PR3583;Talent Development Program BPPK: Workshop Kompetensi Manajerial Profesional dan Sosio Kultural Tingkat Menengah;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2019
PR3584;Talent Development Program BPPK: Workshop Pengayaan Talent Jabatan Pimpinan Tinggi Pratama ;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3585;Talent Development Program BPPK: Workshop Persiapan Mentor dan Talent;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2019
PR3586;Talent Development Program BPPK: Workshop Pra Mentoring;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3587;Talent Development Program BPPK: Workshop Transformational Leadership;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR3588;Talent Development Program di Lingkungan Direktorat Jenderal Pengelolaan Pembiayaan dan Risiko;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR3589;Talent Development Program DJKN:  Pelatihan Peningkatan Kompetensi Manajerial dan Sosial Kultural Level Intermediate (E-Learning) ;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3590;Talent Development Program DJKN:  Pelatihan Peningkatan Kompetensi Manajerial dan Sosial Kultural Level Intermediate (Pelatihan Jarak Jauh);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3591;Talent Development Program DJPK:  Pelatihan Peningkatan Kompetensi Manajerial dan Sosial Kultural Level Basic (E-Learning) ;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3592;Talent Development Program DJPK:  Pelatihan Peningkatan Kompetensi Manajerial dan Sosial Kultural Level Intermediate (E-Learning) ;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3593;Talent Development Program DJPK:  Pelatihan Peningkatan Kompetensi Manajerial dan Sosial Kultural Level Intermediate (Pelatihan Jarak Jauh);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR3594;Talk Show : Kebijakan Transfer Ke Daerah dan Dana Desa Pada Masa Pandemi  Covid-19;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR3595;Tes Bahasa Inggris;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR3596;ToT Aplikasi SIAP Role Data (PKD dan DP3);Pusat Pendidikan dan Pelatihan Pajak;2023
PR3597;ToT Aplikasi SIAP Role Fungsional Pemeriksa Pajak;Pusat Pendidikan dan Pelatihan Pajak;2023
PR3598;ToT Aplikasi SIAP Role SUKI/Umum ;Pusat Pendidikan dan Pelatihan Pajak;2023
PR3599;TOT Forensik Digital Perpajakan ;Pusat Pendidikan dan Pelatihan Pajak;2020
PR3600;ToT Hubungan Keuangan Pemerintah Pusat dan Pemerintah Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR3601;ToT Pengelolaan Keuangan Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR3602;TOT PENINGKATAN KAPASITAS  PENGELOLA KEUANGAN DESA;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR3603;Training of Facilitator (ToF) Literasi Perbendaharaan Tingkat Menengah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR3604;Training of Facilitator (ToF) Pejabat Penandatangan Surat Perintah Membayar;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR3605;Training of Facilitator (ToF) Pengelolaan Keuangan Negara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
